"KRONOS_BADGE_NUMBER","EMPLOYEE_ID","BOROUGH_NAME","DEPARTMENT_NAME","WORK_LOC_ID","LOCATION_NAME","NYC_TITLE"
382287,1836612,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
382437,1836581,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
382445,1836636,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
380116,1754899,BRONX,Bronx Property Management Department,"0586",Pelham Parkway Houses,Caretaker
83886,1606436,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
381794,1834766,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
381325,1315365,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
81156,1574703,BROOKLYN,Brooklyn Property Management Department,"0426",Marlboro,Caretaker
86199,1754475,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
84973,1677678,BRONX,Bronx Property Management Department,"0388",Bronx Neighborhood 06,Carpenter
84788,1593675,BROOKLYN,Brooklyn Property Management Department,"0235",Pink Houses,Caretaker
84825,1471920,MANHATTAN,Manhattan Property Management Department,"0260",Polo Grounds Towers,Caretaker
380123,1754622,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
380145,1754396,BRONX,Bronx Property Management Department,"0380",Bronx Neighborhood 01,City Pest Control Aide
380260,599847,MANHATTAN,Manhattan Property Management Department,"0245",Clinton Houses,Caretaker
380292,1754572,BROOKLYN,Brooklyn Property Management Department,"0524",Albany,Caretaker
59973,345188,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0315",South Beach,Secretary
85269,1735922,BROOKLYN,Brooklyn Property Management Department,"0216",Van Dyke Houses,Caretaker
380342,1754606,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
380297,1733480,BROOKLYN,Brooklyn Property Management Department,"0227",Roosevelt,Caretaker
380151,1218663,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
380439,1754569,BROOKLYN,Brooklyn Property Management Department,"0272",Wyckoff Gardens,Caretaker
83494,1687326,QUEENS,Queens-SI Property Mgmt Dept,"0282",Beach 41st St-Oceanside Consolidation,Housing Assistant
85646,959126,BRONX,Bronx Property Management Department,"0523",Melrose,Caretaker
85593,969547,BRONX,Brooklyn Property Management Department,"0216",Van Dyke Houses,Caretaker
85597,1095207,BRONX,Bronx Property Management Department,"0222",Justice Sonia Sotomayor Houses,Caretaker
83302,1675236,BRONX,Bronx Property Management Department,"0522",Patterson,Maintenance Worker
85833,1661994,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,Caretaker
71226,1134742,BROOKLYN,Brooklyn Property Management Department,"0411",Brooklyn Neighborhood 09,Mason's Helper
20762,480211,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
61658,541323,MANHATTAN,Manhattan Property Management Department,"0569",Douglass Houses,Caretaker
85052,1728193,BROOKLYN,Brooklyn Property Management Department,"0358",Taylor-Wythe,Secretary
77798,1422068,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
380989,1827730,BRONX,Bronx Property Management Department,"0249",Mitchel Houses,Maintenance Worker
84516,1126784,MANHATTAN,Manhattan Property Management Department,"0224",Wagner Houses,Caretaker
382537,1837216,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
78556,894379,BROOKLYN,Brooklyn Property Management Department,"0247",Lafayette Gardens,Caretaker
76599,1357715,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0315",South Beach,Caretaker
382058,1840884,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
71908,1096323,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0583",Todt Hill,Caretaker
78338,1444473,BRONX,Bronx Property Management Department,"0385",Morrisania Consolidation,Caretaker
74728,1325689,MANHATTAN,Manhattan Property Management Department,"0539",Wilson-White Houses,Housing Assistant
382195,1836231,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
86730,1620008,BRONX,Bronx Property Management Department,"0523",Melrose,Caretaker
382190,972242,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
374478,1484273,BROOKLYN,Brooklyn Property Management Department,"0524",Albany,Caretaker
380983,1679353,BROOKLYN,Brooklyn Property Management Department,"0670",Bay View,Caretaker
73506,993890,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
80546,1077460,BROOKLYN,Brooklyn Property Management Department,"0227",Roosevelt,Caretaker
380900,1827320,BRONX,Bronx Property Management Department,"0570",Mill Brook Houses,Maintenance Worker
383332,275728,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
86667,1017197,BRONX,Manhattan Property Management Department,"0215",Baruch,Caretaker
86009,1155232,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Caretaker
86007,1754433,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Caretaker
56822,486074,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Secretary
82403,1529081,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0228",Mariners Harbor,Maintenance Worker
86046,1755211,MANHATTAN,Manhattan Property Management Department,"0387",Wise Towers Group,Caretaker
86109,1754306,QUEENS,Queens-SI Property Mgmt Dept,"0369",Ravenswood,Caretaker
86075,1756179,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Caretaker
86829,1807456,BROOKLYN,Brooklyn Property Management Department,"0568",Howard Houses,Caretaker
381552,1832134,QUEENS,Queens-SI Property Mgmt Dept,"0376",QN/SI Neighborhood 02,Painter
381538,1646942,BRONX,Bronx Property Management Department,"0385",Morrisania Consolidation,Caretaker
382359,1837197,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
85401,1669525,BRONX,Bronx Property Management Department,"0311",Bailey Ave-Fort Independence,Caretaker
81217,1436623,BROOKLYN,Brooklyn Property Management Department,"0276",Low Consolidation,Caretaker
61835,542543,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0315",South Beach,Caretaker
382033,1008280,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385765,1886979,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385754,1886976,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385773,1886977,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385752,1886974,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385746,1886973,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385764,1459026,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385750,1886969,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385680,1886971,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385749,1886972,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385774,1886980,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385763,1886958,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
385753,1886965,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385747,1228266,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385769,1886978,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385751,1886967,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385761,1886962,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385762,1886964,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385756,1886966,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385783,1886981,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
385781,1886983,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385683,1886960,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385682,1755584,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385785,1886996,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385782,1886984,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385779,1605699,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385778,1886975,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385886,1869667,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385867,1886989,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385881,1886990,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385872,1659964,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
385870,1472167,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385880,1886987,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385874,1886995,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385871,1886982,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
385878,1886988,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385868,1886993,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385884,1886986,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385879,1886991,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385885,1886985,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385875,1886997,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385863,1886992,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385678,1886959,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385677,1886963,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385673,1886961,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385772,1540491,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385760,1157522,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385771,608929,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385766,1633315,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385775,773010,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
385883,1507054,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
385889,570317,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385873,1304502,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385862,1887217,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
385888,1887169,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
385866,172213,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
385968,905994,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385676,568638,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
386063,1887191,BRONX,Bronx Property Management Department,"0385",Morrisania Consolidation,Housing Assistant
56593,489122,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
384527,1137839,MANHATTAN,Manhattan Property Management Department,"0451",Chelsea Addition-Elliott,Caretaker
81607,1617238,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Maintenance Worker
384573,1117219,MANHATTAN,Manhattan Property Management Department,"0207",East River Houses,Caretaker
384715,1872398,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Caretaker
384807,1589532,BRONX,Bronx Property Management Department,"0416",Bronx Neighborhood 07,Plasterer
384836,536581,MANHATTAN,Manhattan Property Management Department,"0439",Rutgers,Caretaker
80751,1526235,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Plumber
84738,1719018,BRONX,Bronx Property Management Department,"0234",Monroe,Housing Assistant
383730,1846977,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
86243,1688034,MANHATTAN,Manhattan Property Management Department,"0317",Rangel Houses,Caretaker
384377,1494078,BRONX,Bronx Property Management Department,"0965",Moore,Caretaker
79574,1495628,BROOKLYN,Brooklyn Property Management Department,"0509",Whitman Houses,Maintenance Worker
384278,1826837,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Caretaker
384390,870598,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Caretaker
375716,1739184,MANHATTAN,Manhattan Property Management Department,"0261",Taft Houses,Caretaker
385138,1880579,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Maintenance Worker
84808,1719979,QUEENS,Queens-SI Property Mgmt Dept,"0226",Hammel-Carleton Manor,Secretary
73473,1272117,MANHATTAN,Manhattan Property Management Department,"0252",Fulton,Maintenance Worker
383635,609350,BROOKLYN,Brooklyn Property Management Department,"0247",Lafayette Gardens,Caretaker
85708,1746690,BROOKLYN,Brooklyn Property Management Department,"0680",Hylan,Maintenance Worker
385546,1209316,BRONX,Bronx Property Management Department,"0249",Mitchel Houses,Housing Assistant
385640,1740520,MANHATTAN,Manhattan Property Management Department,"0207",East River Houses,Maintenance Worker
72446,442819,BROOKLYN,Brooklyn Property Management Department,"0509",Whitman Houses,Clerical Associate
378522,1884614,BROOKLYN,Brooklyn Property Management Department,"0216",Van Dyke Houses,Secretary
385805,1885180,N/A,Queens-SI Property Mgmt Dept,"0209",West Brighton-Markham,Secretary
85051,1727810,BRONX,Bronx Property Management Department,"0415",Bronx Neighborhood 04,Secretary
385531,1885593,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
385605,1885596,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
85674,1713083,BROOKLYN,Brooklyn Property Management Department,"0524",Albany,Caretaker
86618,1770622,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0583",Todt Hill,Housing Assistant
383238,1840180,MANHATTAN,Manhattan Property Management Department,"0373",Dyckman Houses,Housing Assistant
40,481060,BRONX,Bronx Property Management Department,"0965",Moore,Resident Buildings Superintendent
41,475649,MANHATTAN,Manhattan Property Management Department,"0408",Manhattan Neighborhood 08,Caretaker
46,481699,BROOKLYN,Brooklyn Property Management Department,"0233",Tilden Houses,Maintenance Worker
48,342985,BROOKLYN,Brooklyn Property Management Department,"0509",Whitman Houses,Maintenance Worker
83,483355,BROOKLYN,Brooklyn Property Management Department,"0509",Whitman Houses,Maintenance Worker
91,485018,BRONX,Bronx Property Management Department,"0231",Webster-Morrisania Houses,Supervising Housing Groundskeeper
98,475430,BRONX,Bronx Property Management Department,"0383",Bronx Neighborhood 03,Plasterer
99,482352,BRONX,Bronx Property Management Department,"0248",Adams Houses,Maintenance Worker
147,473126,QUEENS,Queens-SI Property Mgmt Dept,"0240",Baisley Park,Supervising Housing Groundskeeper
174,271821,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Resident Buildings Superintendent
437,473956,MANHATTAN,Manhattan Property Management Department,"0221",LaGuardia Houses,Caretaker
1077,473287,MANHATTAN,Manhattan Property Management Department,"0317",Rangel Houses,Housing Assistant
1438,473583,MANHATTAN,Manhattan Property Management Department,"0252",Fulton,Resident Buildings Superintendent
1487,473612,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,Plasterer
59,475546,MANHATTAN,Manhattan Property Management Department,"0774",P.S. 139,Assistant Resident Buildings Superintendent
1598,473702,MANHATTAN,Manhattan Property Management Department,"0511",Wald Houses,Maintenance Worker
36,472925,BRONX,Bronx Property Management Department,"0383",Bronx Neighborhood 03,Housing Exterminator
187,484450,MANHATTAN,Manhattan Property Management Department,"0569",Douglass Houses,Assistant Resident Buildings Superintendent
454,479799,QUEENS,Queens-SI Property Mgmt Dept,"0369",Ravenswood,Caretaker
1011,472607,QUEENS,Queens-SI Property Mgmt Dept,"0206",South Jamaica,Caretaker
1051,473259,QUEENS,Queens-SI Property Mgmt Dept,"0398",Queensbridge North,Clerical Associate
1201,69966,BROOKLYN,Brooklyn Property Management Department,"0283",Reid Apartments,Caretaker
1252,473421,MANHATTAN,Manhattan Property Management Department,"0204",Vladeck Houses,Maintenance Worker
1224,199853,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Housing Manager
1250,473417,BRONX,Bronx Property Management Department,"0580",Parkside,Caretaker
1401,473543,MANHATTAN,Manhattan Property Management Department,"0317",Rangel Houses,Housing Manager
1432,473573,MANHATTAN,Manhattan Property Management Department,"0373",Dyckman Houses,Maintenance Worker
1570,473683,MANHATTAN,Manhattan Property Management Department,"0253",Isaacs,Housing Assistant
1456,473586,BRONX,Bronx Property Management Department,"0506",Sack Wern-Clason Point Gardens,Resident Buildings Superintendent
1463,213623,BROOKLYN,Brooklyn Property Management Department,"0285",Woodson Houses,Housing Assistant
1486,473610,MANHATTAN,Manhattan Property Management Department,"0387",Wise Towers Group,Caretaker
1630,473722,MANHATTAN,Manhattan Property Management Department,"0215",Baruch,Maintenance Worker
1776,473824,BRONX,Bronx Property Management Department,"0368",Sedgwick,Assistant Resident Buildings Superintendent
1844,336962,MANHATTAN,Manhattan Property Management Department,"0253",Isaacs,Housing Manager
1959,473955,BRONX,Bronx Property Management Department,"0368",Sedgwick,Resident Buildings Superintendent
1964,473962,BRONX,Bronx Property Management Department,"0313",Eastchester Gardens,Housing Assistant
1970,262914,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Supervisor Painter
1984,473979,MANHATTAN,Manhattan Property Management Department,"0511",Wald Houses,Resident Buildings Superintendent
2153,487413,MANHATTAN,Manhattan Property Management Department,"0261",Taft Houses,Caretaker
1985,473980,BRONX,Bronx Property Management Department,"0580",Parkside,Resident Buildings Superintendent
2163,474118,BRONX,Bronx Property Management Department,"0533",Bronx River Houses,Maintenance Worker
1766,312078,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Secretary
1803,473845,BRONX,Bronx Property Management Department,"0537",Soundview,Caretaker
1812,473853,MANHATTAN,Manhattan Property Management Department,"0407",Manhattan Neighborhood 07,Plasterer
1847,473878,BROOKLYN,Brooklyn Property Management Department,"0213",Brevoort,Caretaker
1919,473928,BRONX,Bronx Property Management Department,"0229",Highbridge Gardens,Secretary
2006,473996,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Supervisor Plasterer
1965,473963,BROOKLYN,Brooklyn Property Management Department,"0680",Hylan,Housing Manager
1971,473965,BROOKLYN,Brooklyn Property Management Department,"0411",Brooklyn Neighborhood 09,Plasterer
1973,473967,BRONX,Bronx Property Management Department,"0964","1010 East 178th Street Consol",Maintenance Worker
2027,474024,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0209",West Brighton-Markham,Housing Manager
2164,474119,BRONX,Bronx Property Management Department,"0537",Soundview,Caretaker
2193,474134,BROOKLYN,Brooklyn Property Management Department,"0515",Gowanus Houses,Caretaker
2211,474152,BROOKLYN,Brooklyn Property Management Department,"0395",Brooklyn Neighborhood 05,Caretaker
2348,474259,MANHATTAN,Manhattan Property Management Department,"0253",Isaacs,Resident Buildings Superintendent
2357,474265,BROOKLYN,Brooklyn Property Management Department,"0395",Brooklyn Neighborhood 05,Caretaker
2431,474330,BROOKLYN,Brooklyn Property Management Department,"0230",Red Hook West,Secretary
2361,474267,BRONX,Bronx Property Management Department,"0522",Patterson,Resident Buildings Superintendent
2396,474300,BROOKLYN,Brooklyn Property Management Department,"0426",Marlboro,Maintenance Worker
2427,474323,BRONX,Bronx Property Management Department,"0570",Mill Brook Houses,Maintenance Worker
2435,474333,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,Supervisor Plasterer
2527,474389,BRONX,Bronx Property Management Department,"0533",Bronx River Houses,Secretary
2538,331995,MANHATTAN,Manhattan Property Management Department,"0215",Baruch,Maintenance Worker
2540,474403,BROOKLYN,Brooklyn Property Management Department,"0392",Brooklyn Neighborhood 02,Administrative Housing Manager
2564,472912,BRONX,Bronx Property Management Department,"0388",Bronx Neighborhood 06,Administrative Housing Superintendent
2568,474433,MANHATTAN,Manhattan Property Management Department,"0451",Chelsea Addition-Elliott,Resident Buildings Superintendent
2574,474443,BROOKLYN,Brooklyn Property Management Department,"0375",Fiorentino Plaza-Unity Plaza,Supervisor of Housing Caretakers
2603,474464,BRONX,Bronx Property Management Department,"0383",Bronx Neighborhood 03,Caretaker
2231,474167,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Assistant Resident Buildings Superintendent
2684,474535,BRONX,Bronx Property Management Department,"0313",Eastchester Gardens,Maintenance Worker
2198,474140,MANHATTAN,Manhattan Property Management Department,"0402",Manhattan Neighborhood 02,Caretaker
2243,474180,BRONX,Bronx Property Management Department,"0386",Bronx Neighborhood 05,Caretaker
2391,474296,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0315",South Beach,Maintenance Worker
2411,390432,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Secretary
2416,474314,BRONX,Bronx Property Management Department,"0537",Soundview,Secretary
2530,474393,BRONX,Bronx Property Management Department,"0386",Bronx Neighborhood 05,Plasterer
2550,474415,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
2571,474437,BRONX,Bronx Property Management Department,"0753",Union Avenue Consolidated,Resident Buildings Superintendent
2607,474472,MANHATTAN,Manhattan Property Management Department,"0204",Vladeck Houses,Resident Buildings Superintendent
2688,474537,BRONX,Bronx Property Management Department,"0249",Mitchel Houses,Maintenance Worker
2667,420493,MANHATTAN,Manhattan Property Management Department,"0221",LaGuardia Houses,Housing Assistant
2706,474551,QUEENS,Queens-SI Property Mgmt Dept,"0206",South Jamaica,Secretary
2731,474565,MANHATTAN,Manhattan Property Management Department,"0215",Baruch,Assistant Housing Manager
2737,474569,BRONX,Bronx Property Management Department,"0750",Claremont Rehab Consolidated,Supervising Housing Groundskeeper
2748,474579,BRONX,Bronx Property Management Department,"0964","1010 East 178th Street Consol",Supervisor of Housing Caretakers
2751,474583,BROOKLYN,Brooklyn Property Management Department,"0536",Cypress Hills,Assistant Resident Buildings Superintendent
2786,474612,BROOKLYN,Brooklyn Property Management Department,"0391",Brooklyn Neighborhood 01,Plumber
2953,474766,BRONX,Bronx Property Management Department,"0386",Bronx Neighborhood 05,Plasterer
3091,474877,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Supervisor of Housing Caretakers
2965,474775,BRONX,Bronx Property Management Department,"0523",Melrose,Assistant Resident Buildings Superintendent
3078,217432,BRONX,Bronx Property Management Department,"0380",Bronx Neighborhood 01,Bricklayer
3097,474884,BROOKLYN,Brooklyn Property Management Department,"0305",Pennsylvania-Wortman,Resident Buildings Superintendent
3103,474889,MANHATTAN,Manhattan Property Management Department,"0401",Manhattan Neighborhood 01,Administrative Housing Superintendent
2738,474570,BROOKLYN,Brooklyn Property Management Department,"0392",Brooklyn Neighborhood 02,Plasterer
2740,474571,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Glazier
2745,474575,BRONX,Bronx Property Management Department,"0368",Sedgwick,Supervisor of Housing Caretakers
2792,261501,MANHATTAN,Manhattan Property Management Department,"0263",Straus,Maintenance Worker
2917,474726,BROOKLYN,Brooklyn Property Management Department,"0582",O'Dwyer Gardens Consolidation,Caretaker
3024,501338,BROOKLYN,Brooklyn Property Management Department,"0269",Ocean Hill-Saratoga Village,Caretaker
3077,474866,BRONX,Bronx Property Management Department,"0386",Bronx Neighborhood 05,Electrician
3101,374142,MANHATTAN,Manhattan Property Management Department,"0774",P.S. 139,Caretaker
3212,474990,BRONX,Bronx Property Management Department,"0753",Union Avenue Consolidated,Secretary
3318,475087,MANHATTAN,Manhattan Property Management Department,"0409",Manhattan Neighborhood 09,Supervisor Plasterer
3256,475022,QUEENS,Queens-SI Property Mgmt Dept,"0378",QN/SI Neighborhood 03,Administrative Housing Manager
3481,475210,BROOKLYN,Brooklyn Property Management Department,"0584",Glenwood,Supervisor of Housing Caretakers
3482,475212,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Assistant Housing Manager
3486,475215,BROOKLYN,Brooklyn Property Management Department,"0358",Taylor-Wythe,Caretaker
3119,474908,BRONX,Bronx Property Management Department,"0753",Union Avenue Consolidated,Chief Caretaker
3243,475015,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Resident Buildings Superintendent
3296,475064,BRONX,Bronx Property Management Department,"0383",Bronx Neighborhood 03,Plumber
3518,475240,BROOKLYN,Brooklyn Property Management Department,"0515",Gowanus Houses,Housing Manager
3469,475194,MANHATTAN,Manhattan Property Management Department,"0408",Manhattan Neighborhood 08,Caretaker
3646,475339,QUEENS,Queens-SI Property Mgmt Dept,"0282",Beach 41st St-Oceanside Consolidation,Housing Assistant
3655,475347,BRONX,Bronx Property Management Department,"0537",Soundview,Assistant Housing Manager
3673,475359,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Assistant Housing Manager
3677,475361,QUEENS,Queens-SI Property Mgmt Dept,"0122",Queens-Staten Island Borough Management,Administrative Manager
3715,475393,MANHATTAN,Manhattan Property Management Department,"0207",East River Houses,Maintenance Worker
3730,475403,QUEENS,Queens-SI Property Mgmt Dept,"0379",QN/SI Neighborhood 04,Plasterer
3742,475416,MANHATTAN,Manhattan Property Management Department,"0210",Riis Houses,Maintenance Worker
3890,475536,BRONX,Bronx Property Management Department,"0311",Bailey Ave-Fort Independence,Resident Buildings Superintendent
3759,475429,BRONX,Bronx Property Management Department,"0586",Pelham Parkway Houses,Assistant Resident Buildings Superintendent
3869,475509,BRONX,Bronx Property Management Department,"0965",Moore,Caretaker
3902,475548,BROOKLYN,Brooklyn Property Management Department,"0765",Park Rock Consolidated,Housing Manager
4034,475637,BRONX,Bronx Property Management Department,"0214",Edenwald,Assistant Resident Buildings Superintendent
4073,475668,QUEENS,Queens-SI Property Mgmt Dept,"0240",Baisley Park,Resident Buildings Superintendent
