"KRONOS_BADGE_NUMBER","EMPLOYEE_ID","BOROUGH_NAME","DEPARTMENT_NAME","WORK_LOC_ID","LOCATION_NAME","NYC_TITLE"
380405,1754601,MANHATTAN,Manhattan Property Management Department,"0261",Taft Houses,Caretaker
81883,1631037,BRONX,Bronx Property Management Department,"0537",Soundview,Caretaker
73178,1223558,MANHATTAN,Manhattan Property Management Department,"0403",Manhattan Neighborhood 03,Plasterer
68870,375407,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Housing Assistant
56523,485930,BROOKLYN,Brooklyn Property Management Department,"0568",Howard Houses,Secretary
80969,1359403,BROOKLYN,Brooklyn Property Management Department,"0223",Cooper Park,Caretaker
73740,1145197,MANHATTAN,Manhattan Property Management Department,"0238",Lehman Village,Supervisor of Housing Caretakers
84584,1332582,BRONX,NextGen Ops 1 Property Mgmt Dept*,"0834",NextGen Ops 1 - Manhattan Planning Unit,City Seasonal Aide
57903,481559,MANHATTAN,Manhattan Property Management Department,"0530",Amsterdam-Harborview Terrace,Housing Assistant
380142,852890,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
75632,575181,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,Caretaker
72504,1163140,BRONX,Bronx Property Management Department,"0382",Bronx Neighborhood 02,Caretaker
379908,1754344,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Caretaker
74767,1273760,BRONX,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,Caretaker
383059,1842144,BRONX,Bronx Property Management Department,"0368",Sedgwick,Caretaker
383292,1460576,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
381081,1828427,QUEENS,Queens-SI Property Mgmt Dept,"0398",Queensbridge North,Maintenance Worker (Non-Comp)
383038,1843172,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,Caretaker
383385,1843267,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
382227,1844126,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
50255,483926,MANHATTAN,Manhattan Property Management Department,"0221",LaGuardia Houses,Administrative Manager
383286,1844127,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383438,1286689,MANHATTAN,Manhattan Property Management Department,"0253",Isaacs,Caretaker
79276,1129302,BROOKLYN,Brooklyn Property Management Department,"0223",Cooper Park,Caretaker
383667,1520273,BRONX,Bronx Property Management Department,"0537",Soundview,Caretaker
383689,1845179,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
383709,1845185,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383708,1845201,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383624,1845715,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383625,1845685,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Caretaker
383569,1845656,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383257,549616,N/A,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
382477,1838913,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383151,1395867,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
383712,1846008,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
383641,1846390,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Housing Assistant
383660,1846444,MANHATTAN,Manhattan Property Management Department,"0451",Chelsea Addition-Elliott,Caretaker
383716,1846015,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383682,1845169,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383722,528318,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
383518,1845187,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
383574,1845657,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383626,1845701,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
383686,1845188,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383713,1846009,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383717,1846012,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
383293,1845180,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383753,1846848,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383790,1848172,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383781,1848163,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383800,1848103,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
383795,1294543,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383764,1846956,N/A,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
383797,593048,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383904,1848686,BRONX,Bronx Property Management Department,"0249",Mitchel Houses,Caretaker
74404,1310476,BROOKLYN,Brooklyn Property Management Department,"0395",Brooklyn Neighborhood 05,Plumber
81237,1588168,QUEENS,Queens-SI Property Mgmt Dept,"0379",QN/SI Neighborhood 04,Painter
80594,569946,BROOKLYN,Brooklyn Property Management Department,"0375",Fiorentino Plaza-Unity Plaza,Caretaker
80895,1563226,BROOKLYN,Brooklyn Property Management Department,"0213",Brevoort,Caretaker
75465,1337590,BROOKLYN,Brooklyn Property Management Department,"0584",Glenwood,Caretaker
84558,1671744,BRONX,Bronx Property Management Department,"0222",Justice Sonia Sotomayor Houses,Caretaker
84557,1715336,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Caretaker
81764,1621189,BROOKLYN,Brooklyn Property Management Department,"0227",Roosevelt,Caretaker
60708,482482,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0587",Berry,Caretaker
82174,1487901,BROOKLYN,Brooklyn Property Management Department,"0213",Brevoort,Caretaker
75515,1337672,MANHATTAN,Manhattan Property Management Department,"0207",East River Houses,Caretaker
63239,483163,MANHATTAN,Manhattan Property Management Department,"0237",Gompers Consolidation,Supervisor of Housing Caretakers
85502,1317787,MANHATTAN,Manhattan Property Management Department,"0245",Clinton Houses,Caretaker
85488,1664974,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Caretaker
85495,1741698,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0583",Todt Hill,Caretaker
469,474581,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0315",South Beach,Caretaker
79546,1494806,QUEENS,Queens-SI Property Mgmt Dept,"0376",QN/SI Neighborhood 02,Painter
15025,64310,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0209",West Brighton-Markham,Housing Assistant
87071,1822577,BRONX,Bronx Property Management Department,"0244",Mott Haven,Maintenance Worker
87076,1822674,QUEENS,Queens-SI Property Mgmt Dept,"0843",Queensbridge South,Maintenance Worker
85465,1710091,MANHATTAN,Manhattan Property Management Department,"0530",Amsterdam-Harborview Terrace,Caretaker
85496,1708826,BROOKLYN,Brooklyn Property Management Department,"0353",Borinquen Plaza,Caretaker
78160,1440150,BROOKLYN,Brooklyn Property Management Department,"0397",Brooklyn Neighborhood 07,Caretaker
83697,1700320,BRONX,Bronx Property Management Department,"0222",Justice Sonia Sotomayor Houses,Caretaker
85478,1741304,MANHATTAN,Manhattan Property Management Department,"0569",Douglass Houses,Housing Assistant
85498,1741385,MANHATTAN,Manhattan Property Management Department,"0238",Lehman Village,Caretaker
383025,371170,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
382353,1604594,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
85575,1343641,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Secretary
382422,1545397,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
78690,588915,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0583",Todt Hill,Housing Assistant
56726,474423,BROOKLYN,Brooklyn Property Management Department,"0337",Stuyvesant Gardens,Caretaker
85301,1736753,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0583",Todt Hill,Caretaker
81469,1610968,BROOKLYN,Brooklyn Property Management Department,"0584",Glenwood,Caretaker
382532,969986,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
382725,1686247,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
382440,1836585,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
79180,1480585,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
76816,1361461,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
80973,440151,QUEENS,Queens-SI Property Mgmt Dept,"0206",South Jamaica,Caretaker
73494,597998,BRONX,Bronx Property Management Department,"0506",Sack Wern-Clason Point Gardens,Caretaker
61881,542482,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0583",Todt Hill,Housing Manager
8887,479523,BRONX,Bronx Property Management Department,"0311",Bailey Ave-Fort Independence,Caretaker
63464,543647,MANHATTAN,Manhattan Property Management Department,"0224",Wagner Houses,Caretaker
82430,380730,QUEENS,Queens-SI Property Mgmt Dept,"0369",Ravenswood,Caretaker
78162,1440142,BROOKLYN,Brooklyn Property Management Department,"0235",Pink Houses,Caretaker
81620,1197390,BRONX,Bronx Property Management Department,"0537",Soundview,Caretaker
81622,1618258,BROOKLYN,Brooklyn Property Management Department,"0536",Cypress Hills,Caretaker
86947,1450743,MANHATTAN,Manhattan Property Management Department,"0217",Washington-Lexington,Caretaker
55661,477884,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Carpenter
72236,1161974,MANHATTAN,Manhattan Property Management Department,"0014",Manhattan Borough Management,Housing Exterminator
85446,748014,BRONX,Bronx Property Management Department,"0638",Marble Hill Houses,Caretaker
85406,1740775,MANHATTAN,Manhattan Property Management Department,"0407",Manhattan Neighborhood 07,Plumber's Helper
81514,1542566,BROOKLYN,Brooklyn Property Management Department,"0353",Borinquen Plaza,Caretaker
85685,296652,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0228",Mariners Harbor,Caretaker
84888,1541650,MANHATTAN,Manhattan Property Management Department,"0210",Riis Houses,Caretaker
85083,1734038,BROOKLYN,Brooklyn Property Management Department,"0568",Howard Houses,Caretaker
85076,1734039,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Caretaker
85857,1540664,BRONX,Bronx Property Management Department,"0382",Bronx Neighborhood 02,Painter
20754,487918,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Caretaker
61016,534889,MANHATTAN,Manhattan Property Management Department,"0210",Riis Houses,Caretaker
63309,520918,BROOKLYN,Brooklyn Property Management Department,"0515",Gowanus Houses,Caretaker
14535,483894,MANHATTAN,Manhattan Property Management Department,"0237",Gompers Consolidation,Resident Buildings Superintendent
72688,1166818,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0228",Mariners Harbor,Caretaker
79087,1093005,BRONX,Bronx Property Management Department,"0214",Edenwald,Housing Assistant
62833,554237,BROOKLYN,Brooklyn Property Management Department,"0582",O'Dwyer Gardens Consolidation,Secretary
383780,1848161,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383912,1848993,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
383988,1851729,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
384127,1450978,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
82516,1648352,QUEENS,Queens-SI Property Mgmt Dept,"0226",Hammel-Carleton Manor,Maintenance Worker (Non-Comp)
58536,476078,BROOKLYN,Brooklyn Property Management Department,"0680",Hylan,Maintenance Worker (Non-Comp)
383210,1854507,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
384096,1635522,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
383956,1851708,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
384203,1855026,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
384228,1417220,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Housing Assistant
383969,1851690,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
82687,1401811,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
73179,1090504,BROOKLYN,Brooklyn Property Management Department,"0397",Brooklyn Neighborhood 07,Housing Exterminator
73489,1272205,BROOKLYN,Brooklyn Property Management Department,"0285",Woodson Houses,Caretaker
383245,1840078,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Housing Assistant
82133,27579,MANHATTAN,Manhattan Property Management Department,"0217",Washington-Lexington,Maintenance Worker
59644,478047,BRONX,Bronx Property Management Department,"0313",Eastchester Gardens,Supervisor of Housing Caretakers
57885,477251,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Supervising Housing Groundskeeper
81223,1588128,BRONX,Bronx Property Management Department,"0234",Monroe,Caretaker
72377,566380,MANHATTAN,Manhattan Property Management Department,"0569",Douglass Houses,Supervisor of Housing Caretakers
66909,980220,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
68880,1060840,BRONX,Bronx Property Management Department,"0435",Butler,Maintenance Worker
81281,1589874,QUEENS,Queens-SI Property Mgmt Dept,"0378",QN/SI Neighborhood 03,Painter
83024,1665789,QUEENS,Queens-SI Property Mgmt Dept,"0398",Queensbridge North,Caretaker
81750,1621395,BRONX,Brooklyn Property Management Department,"0426",Marlboro,Maintenance Worker (Non-Comp)
85848,1722848,BRONX,Bronx Property Management Department,"0586",Pelham Parkway Houses,Caretaker
72000,1158331,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Caretaker
380308,1754473,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
57834,390870,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Carpenter
76652,1360306,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Caretaker
86123,1456229,QUEENS,Queens-SI Property Mgmt Dept,"0122",Queens-Staten Island Borough Management,Plumber's Helper
70497,480089,MANHATTAN,Manhattan Property Management Department,"0253",Isaacs,Caretaker
14015,483497,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0587",Berry,Caretaker
77561,1407827,BROOKLYN,Brooklyn Property Management Department,"0358",Taylor-Wythe,Caretaker
380554,1581665,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
75323,424839,MANHATTAN,Manhattan Property Management Department,"0387",Wise Towers Group,Caretaker
85412,1740785,MANHATTAN,Manhattan Property Management Department,"0408",Manhattan Neighborhood 08,Plumber's Helper
85452,1506040,BRONX,Bronx Property Management Department,"0570",Mill Brook Houses,Caretaker
85543,1713571,BRONX,Bronx Property Management Department,"0506",Sack Wern-Clason Point Gardens,Caretaker
85505,869757,MANHATTAN,Manhattan Property Management Department,"0534",Carver,Caretaker
85426,1740443,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0209",West Brighton-Markham,Caretaker
13493,483074,MANHATTAN,Manhattan Property Management Department,"0253",Isaacs,Assistant Housing Manager
57451,496501,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0587",Berry,Secretary
76684,1129650,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0209",West Brighton-Markham,Caretaker
86011,1758353,BRONX,Bronx Property Management Department,"0214",Edenwald,Caretaker
87033,1821538,BRONX,Brooklyn Property Management Department,"0672",Linden Houses,Maintenance Worker
17117,162811,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Plumber
82983,1387166,BROOKLYN,Brooklyn Property Management Department,"0538",Sumner,Maintenance Worker
80856,1587667,MANHATTAN,Manhattan Property Management Department,"0405",Manhattan Neighborhood 05,Painter
80570,890156,BROOKLYN,Brooklyn Property Management Department,"0276",Low Consolidation,Housing Assistant
81155,1574804,BRONX,Bronx Property Management Department,"0537",Soundview,Caretaker
78115,1437137,MANHATTAN,NextGen Ops 1 Property Mgmt Dept,"0207",East River Houses,Maintenance Worker
84894,1222824,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0587",Berry,Caretaker
84944,1723077,QUEENS,Queens-SI Property Mgmt Dept,"0378",QN/SI Neighborhood 03,Plumber's Helper
84765,1723243,MANHATTAN,Manhattan Property Management Department,"0401",Manhattan Neighborhood 01,Plumber's Helper
84833,1723542,MANHATTAN,Manhattan Property Management Department,"0232",Grant Houses,Caretaker
84763,1723550,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0209",West Brighton-Markham,Caretaker
84893,1723575,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0587",Berry,Caretaker
84978,1401116,QUEENS,Queens-SI Property Mgmt Dept,"0374",QN/SI Neighborhood 01,Carpenter
84615,1443904,BROOKLYN,Brooklyn Property Management Department,"0223",Cooper Park,Secretary
71695,1138765,MANHATTAN,Manhattan Property Management Department,"0516",Johnson,Maintenance Worker
75553,1341122,MANHATTAN,Manhattan Property Management Department,"0409",Manhattan Neighborhood 09,Caretaker
80891,1563223,BRONX,Bronx Property Management Department,"0383",Bronx Neighborhood 03,Caretaker
84963,1727454,BROOKLYN,Brooklyn Property Management Department,"0515",Gowanus Houses,Caretaker
380373,1336646,BROOKLYN,Brooklyn Property Management Department,"0233",Tilden Houses,Caretaker
380992,1827705,BROOKLYN,Brooklyn Property Management Department,"0285",Woodson Houses,Maintenance Worker
380988,1109227,BRONX,Bronx Property Management Department,"0435",Butler,Maintenance Worker
86708,1683398,BROOKLYN,Brooklyn Property Management Department,"0314",Sheepshead-Nostrand,Caretaker
380165,1754584,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
380177,1754358,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
70395,877749,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
78694,1454761,MANHATTAN,Manhattan Property Management Department,"0439",Rutgers,Housing Assistant
82059,1535447,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
83835,1704494,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Caretaker
382692,1302516,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
382385,1836618,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
73641,243536,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
1283,473447,BROOKLYN,Brooklyn Property Management Department,"0670",Bay View,Resident Buildings Superintendent
81850,1627571,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Caretaker
69886,1098366,BRONX,Bronx Property Management Department,"0964","1010 East 178th Street Consol",Assistant Resident Buildings Superintendent
81389,1603266,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0587",Berry,Housing Assistant
380873,1826972,BROOKLYN,Brooklyn Property Management Department,"0391",Brooklyn Neighborhood 01,Carpenter
86263,1760910,MANHATTAN,Manhattan Property Management Department,"0237",Gompers Consolidation,Caretaker
86316,1760934,MANHATTAN,Manhattan Property Management Department,"0263",Straus,Caretaker
86300,1760800,MANHATTAN,Manhattan Property Management Department,"0207",East River Houses,Caretaker
379841,1754480,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
86307,1760925,BROOKLYN,Brooklyn Property Management Department,"0426",Marlboro,Caretaker
380825,1825338,BROOKLYN,Brooklyn Property Management Department,"0247",Lafayette Gardens,Maintenance Worker
381872,1836272,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
382097,1836264,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
380856,1826220,BROOKLYN,Brooklyn Property Management Department,"0584",Glenwood,Maintenance Worker
10309,480623,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Caretaker
80610,1535490,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
382700,1838079,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
53553,479783,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
86321,1107134,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
380295,1609357,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
86229,612086,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
82532,1193427,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0583",Todt Hill,Secretary
82666,1365957,BRONX,Bronx Property Management Department,"0522",Patterson,Maintenance Worker
74411,1310558,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Assistant Resident Buildings Superintendent
60016,473389,BROOKLYN,Brooklyn Property Management Department,"0524",Albany,Housing Manager
80955,1563236,BRONX,Bronx Property Management Department,"0533",Bronx River Houses,Caretaker
86376,1486209,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Caretaker
75372,1153297,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,Caretaker
72857,588984,BRONX,Bronx Property Management Department,"0586",Pelham Parkway Houses,Maintenance Worker
67905,1023717,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0315",South Beach,Caretaker
71237,1134846,MANHATTAN,Manhattan Property Management Department,"0219",Jefferson Houses,Caretaker
85454,1740824,MANHATTAN,Manhattan Property Management Department,"0224",Wagner Houses,Housing Assistant
85562,1717177,MANHATTAN,Manhattan Property Management Department,"0650",Frederick E. Samuel Apts,Caretaker
75422,1334989,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Caretaker
66655,614126,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Caretaker
76972,1392702,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
379926,1754385,BROOKLYN,Brooklyn Property Management Department,"0532",Farragut Houses,Maintenance Worker
379906,1754831,BROOKLYN,Brooklyn Property Management Department,"0538",Sumner,Caretaker
83744,1420378,BROOKLYN,Brooklyn Property Management Department,"0272",Wyckoff Gardens,Secretary
54033,484186,MANHATTAN,Manhattan Property Management Department,"0513",Lincoln Houses,Resident Buildings Superintendent
79684,1498844,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Caretaker
50892,480368,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Bricklayer
379924,180735,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
62729,499218,BROOKLYN,Brooklyn Property Management Department,"0314",Sheepshead-Nostrand,Caretaker
86578,1276920,MANHATTAN,Manhattan Property Management Department,"0201",Harlem River Consolidation,Caretaker
84646,1718175,MANHATTAN,Manhattan Property Management Department,"0252",Fulton,Caretaker
84644,1718248,MANHATTAN,Manhattan Property Management Department,"0253",Isaacs,Maintenance Worker
81297,1593228,BROOKLYN,Brooklyn Property Management Department,"0394",Brooklyn Neighborhood 04,Carpenter
83773,1575280,BROOKLYN,Brooklyn Property Management Department,"0512",Brownsville,Secretary
84480,1509162,BRONX,Bronx Property Management Department,"0386",Bronx Neighborhood 05,Caretaker
82492,1647647,MANHATTAN,Manhattan Property Management Department,"0531",Smith Houses,Caretaker
85164,1733879,QUEENS,Queens-SI Property Mgmt Dept,"0240",Baisley Park,Maintenance Worker
85158,1732023,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Secretary
64808,531214,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Caretaker
85852,558625,BROOKLYN,Brooklyn Property Management Department,"0233",Tilden Houses,Caretaker
85850,1047393,MANHATTAN,Manhattan Property Management Department,"0530",Amsterdam-Harborview Terrace,Caretaker
85871,1733429,MANHATTAN,Manhattan Property Management Department,"0774",P.S. 139,Caretaker
86498,1658278,BRONX,Bronx Property Management Department,"0388",Bronx Neighborhood 06,City Pest Control Aide
381337,1630467,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
86813,1818350,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Maintenance Worker
382351,1837234,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
81727,1620686,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
86414,1566563,MANHATTAN,Manhattan Property Management Department,"0516",Johnson,Housing Assistant
382362,828857,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,City Seasonal Aide
83962,1706798,BRONX,Bronx Property Management Department,"0638",Marble Hill Houses,Caretaker
82894,1532960,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Secretary
379898,1755774,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0228",Mariners Harbor,Caretaker
79715,1498415,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Caretaker
86090,1758358,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Caretaker
80291,1194047,MANHATTAN,Manhattan Property Management Department,"0511",Wald Houses,Caretaker
81973,1317215,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Caretaker
87013,1821212,MANHATTAN,Manhattan Property Management Department,"0534",Carver,Caretaker
14178,483610,BROOKLYN,Brooklyn Property Management Department,"0235",Pink Houses,Caretaker
69971,571569,MANHATTAN,Manhattan Property Management Department,"0530",Amsterdam-Harborview Terrace,Caretaker
85421,1739985,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Secretary
79236,1480992,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0209",West Brighton-Markham,Maintenance Worker
87100,1822903,BROOKLYN,Brooklyn Property Management Department,"0761",Belmont-Sutter,Caretaker
85291,1736833,BRONX,Bronx Property Management Department,"0964","1010 East 178th Street Consol",Maintenance Worker
20892,483861,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0436",Stapleton,Caretaker
84297,1710843,MANHATTAN,Manhattan Property Management Department,"0237",Gompers Consolidation,Caretaker
87090,1822889,BRONX,Bronx Property Management Department,"0506",Sack Wern-Clason Point Gardens,Maintenance Worker
374335,1393206,BROOKLYN,Brooklyn Property Management Department,"0680",Hylan,Caretaker
65720,549351,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
382045,1836225,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,City Seasonal Aide
382106,1527112,BRONX,Bronx Property Management Department,"0750",Claremont Rehab Consolidated,Caretaker
