OBJECTID,DEVELOPMEN,BOROUGH,TDS_NUM,BLDG_NUM,SH_NUM,HOUSE_NUM,STREET,ADDRESS,LOCATION_C,PROGRAM,RESIDENTIA,FACILITY,CONS_TDS,HAS_MO
"3307",POMONOK,QUEENS,"053","008","035",67-27,KISSENA BOULEVARD,67-27 KISSENA BOULEVARD,"053008035",FEDERAL,RESIDENTIAL,,"053",false
"3308",POMONOK,QUEENS,"053","009","036",67-09,KISSENA BOULEVARD,67-09 KISSENA BOULEVARD,"053009036",FEDERAL,,COMMUNITY CENTER / SENIOR CENTER,"053",false
"3309",POMONOK,QUEENS,"053","009","036",67-07,KISSENA BOULEVARD,67-07 KISSENA BOULEVARD,"053009036",FEDERAL,RESIDENTIAL,,"053",false
"3310",POMONOK,QUEENS,"053","009","037",67-05,KISSENA BOULEVARD,67-05 KISSENA BOULEVARD,"053009037",FEDERAL,RESIDENTIAL,,"053",false
"3311",POMONOK,QUEENS,"053","009","038",67-03,KISSENA BOULEVARD,67-03 KISSENA BOULEVARD,"053009038",FEDERAL,RESIDENTIAL,,"053",false
"3312",POMONOK,QUEENS,"053","009","039",67-01,KISSENA BOULEVARD,67-01 KISSENA BOULEVARD,"053009039",FEDERAL,RESIDENTIAL,,"053",false
"3313",POMONOK,QUEENS,"053","010","040",67-43,KISSENA BOULEVARD,67-43 KISSENA BOULEVARD,"053010040",FEDERAL,,,"053",false
"3314",POMONOK,QUEENS,"053","010","040",67-45,KISSENA BOULEVARD,67-45 KISSENA BOULEVARD,"053010040",FEDERAL,RESIDENTIAL,ROOFTOP LEASE LOCATION,"053",false
"3315",POMONOK,QUEENS,"053","010","041",67-47,KISSENA BOULEVARD,67-47 KISSENA BOULEVARD,"053010041",FEDERAL,RESIDENTIAL,,"053",false
"3316",POMONOK,QUEENS,"053","011","042",67-41,KISSENA BOULEVARD,67-41 KISSENA BOULEVARD,"053011042",FEDERAL,RESIDENTIAL,,"053",false
"3317",POMONOK,QUEENS,"053","011","043",67-39,KISSENA BOULEVARD,67-39 KISSENA BOULEVARD,"053011043",FEDERAL,RESIDENTIAL,,"053",false
"3318",POMONOK,QUEENS,"053","012","044",67-35,KISSENA BOULEVARD,67-35 KISSENA BOULEVARD,"053012044",FEDERAL,RESIDENTIAL,,"053",false
"3319",POMONOK,QUEENS,"053","012","045",67-37,KISSENA BOULEVARD,67-37 KISSENA BOULEVARD,"053012045",FEDERAL,RESIDENTIAL,,"053",false
"3320",POMONOK,QUEENS,"053","013","046",67-33,KISSENA BOULEVARD,67-33 KISSENA BOULEVARD,"053013046",FEDERAL,RESIDENTIAL,,"053",false
"3321",POMONOK,QUEENS,"053","013","047",67-31,KISSENA BOULEVARD,67-31 KISSENA BOULEVARD,"053013047",FEDERAL,RESIDENTIAL,,"053",false
"3322",POMONOK,QUEENS,"053","013","048",67-29,KISSENA BOULEVARD,67-29 KISSENA BOULEVARD,"053013048",FEDERAL,RESIDENTIAL,GARDEN SHOP STORAGE,"053",false
"3323",POMONOK,QUEENS,"053","014","049",67-16,PARSONS BOULEVARD,67-16 PARSONS BOULEVARD,"053014049",FEDERAL,RESIDENTIAL,,"053",false
"3324",POMONOK,QUEENS,"053","014","050",67-18,PARSONS BOULEVARD,67-18 PARSONS BOULEVARD,"053014050",FEDERAL,RESIDENTIAL,HOUSING PAINT STORAGE,"053",false
"3325",POMONOK,QUEENS,"053","014","051",67-20,PARSONS BOULEVARD,67-20 PARSONS BOULEVARD,"053014051",FEDERAL,RESIDENTIAL,EXTERMINATOR STORAGE/ GARDEN SHOP STORAGE,"053",false
"3326",POMONOK,QUEENS,"053","015","052",67-12,PARSONS BOULEVARD,67-12 PARSONS BOULEVARD,"053015052",FEDERAL,RESIDENTIAL,,"053",false
"3327",POMONOK,QUEENS,"053","015","052",67-10,PARSONS BOULEVARD,67-10 PARSONS BOULEVARD,"053015052",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"053",true
"3328",POMONOK,QUEENS,"053","015","053",67-14,PARSONS BOULEVARD,67-14 PARSONS BOULEVARD,"053015053",FEDERAL,RESIDENTIAL,,"053",false
"3329",POMONOK,QUEENS,"053","016","054",67-02,PARSONS BOULEVARD,67-02 PARSONS BOULEVARD,"053016054",FEDERAL,RESIDENTIAL,,"053",false
"3330",POMONOK,QUEENS,"053","016","055",67-06,PARSONS BOULEVARD,67-06 PARSONS BOULEVARD,"053016055",FEDERAL,,DEVELOPMENT MAINTENANCE OFFICE/ JANITORIAL STORAGE/ TWO STOREROOMS,"053",false
"3331",POMONOK,QUEENS,"053","016","055",67-04,PARSONS BOULEVARD,67-04 PARSONS BOULEVARD,"053016055",FEDERAL,RESIDENTIAL,,"053",false
"3332",POMONOK,QUEENS,"053","016","056",67-08,PARSONS BOULEVARD,67-08 PARSONS BOULEVARD,"053016056",FEDERAL,RESIDENTIAL,,"053",false
"3333",POMONOK,QUEENS,"053","017","057",67-28,PARSONS BOULEVARD,67-28 PARSONS BOULEVARD,"053017057",FEDERAL,RESIDENTIAL,,"053",false
"3334",POMONOK,QUEENS,"053","017","058",67-30,PARSONS BOULEVARD,67-30 PARSONS BOULEVARD,"053017058",FEDERAL,RESIDENTIAL,,"053",false
"3335",POMONOK,QUEENS,"053","017","059",67-32,PARSONS BOULEVARD,67-32 PARSONS BOULEVARD,"053017059",FEDERAL,RESIDENTIAL,,"053",false
"3336",POMONOK,QUEENS,"053","018","060",67-42,PARSONS BOULEVARD,67-42 PARSONS BOULEVARD,"053018060",FEDERAL,RESIDENTIAL,,"053",false
"3337",POMONOK,QUEENS,"053","018","061",67-40,PARSONS BOULEVARD,67-40 PARSONS BOULEVARD,"053018061",FEDERAL,RESIDENTIAL,,"053",false
"3338",POMONOK,QUEENS,"053","018","062",67-38,PARSONS BOULEVARD,67-38 PARSONS BOULEVARD,"053018062",FEDERAL,RESIDENTIAL,,"053",false
"3339",POMONOK,QUEENS,"053","018","063",67-36,PARSONS BOULEVARD,67-36 PARSONS BOULEVARD,"053018063",FEDERAL,RESIDENTIAL,,"053",false
"3340",POMONOK,QUEENS,"053","018","064",67-34,PARSONS BOULEVARD,67-34 PARSONS BOULEVARD,"053018064",FEDERAL,RESIDENTIAL,,"053",false
"3341",POMONOK,QUEENS,"053","019","065",67-22,PARSONS BOULEVARD,67-22 PARSONS BOULEVARD,"053019065",FEDERAL,RESIDENTIAL,,"053",false
"3342",POMONOK,QUEENS,"053","019","066",67-26,PARSONS BOULEVARD,67-26 PARSONS BOULEVARD,"053019066",FEDERAL,RESIDENTIAL,,"053",false
"3343",POMONOK,QUEENS,"053","019","067",67-24,PARSONS BOULEVARD,67-24 PARSONS BOULEVARD,"053019067",FEDERAL,RESIDENTIAL,,"053",false
"3344",POMONOK,QUEENS,"053","020","068",155-19,JEWEL AVENUE,155-19 JEWEL AVENUE,"053020068",FEDERAL,RESIDENTIAL,CARPENTERS STORAGE,"053",false
"3345",POMONOK,QUEENS,"053","020","069",155-21,JEWEL AVENUE,155-21 JEWEL AVENUE,"053020069",FEDERAL,RESIDENTIAL,NYPD HOUSING BUREAU STORAGE ROOM,"053",false
"3346",POMONOK,QUEENS,"053","020","070",155-23,JEWEL AVENUE,155-23 JEWEL AVENUE,"053020070",FEDERAL,RESIDENTIAL,BAG STORAGE/ GLAIZER STORAGE,"053",false
"3347",POMONOK,QUEENS,"053","021","071",155-15,JEWEL AVENUE,155-15 JEWEL AVENUE,"053021071",FEDERAL,RESIDENTIAL,NYPD HOUSING BUREAU STORAGE ROOM,"053",false
"3348",POMONOK,QUEENS,"053","021","072",155-09,JEWEL AVENUE,155-09 JEWEL AVENUE,"053021072",FEDERAL,,POLICE SERVICE AREA #9,"053",false
"3349",POMONOK,QUEENS,"053","021","072",155-11,JEWEL AVENUE,155-11 JEWEL AVENUE,"053021072",FEDERAL,RESIDENTIAL,BOILER,"053",false
"3350",POMONOK,QUEENS,"053","022","073",155-07,JEWEL AVENUE,155-07 JEWEL AVENUE,"053022073",FEDERAL,RESIDENTIAL,,"053",false
"3351",POMONOK,QUEENS,"053","022","074",155-05,JEWEL AVENUE,155-05 JEWEL AVENUE,"053022074",FEDERAL,RESIDENTIAL,,"053",false
"3352",POMONOK,QUEENS,"053","022","075",155-03,JEWEL AVENUE,155-03 JEWEL AVENUE,"053022075",FEDERAL,RESIDENTIAL,,"053",false
"3353",POMONOK,QUEENS,"053","022","076",155-01,JEWEL AVENUE,155-01 JEWEL AVENUE,"053022076",FEDERAL,RESIDENTIAL,,"053",false
"3354",POMONOK,QUEENS,"053","023","077",69-15,KISSENA BOULEVARD,69-15 KISSENA BOULEVARD,"053023077",FEDERAL,RESIDENTIAL,,"053",false
"3355",POMONOK,QUEENS,"053","023","078",69-11,KISSENA BOULEVARD,69-11 KISSENA BOULEVARD,"053023078",FEDERAL,RESIDENTIAL,,"053",false
"3356",POMONOK,QUEENS,"053","023","079",69-09,KISSENA BOULEVARD,69-09 KISSENA BOULEVARD,"053023079",FEDERAL,RESIDENTIAL,,"053",false
"3357",POMONOK,QUEENS,"053","023","080",69-05,KISSENA BOULEVARD,69-05 KISSENA BOULEVARD,"053023080",FEDERAL,RESIDENTIAL,LAUNDRY ROOM,"053",false
"3358",POMONOK,QUEENS,"053","023","081",69-03,KISSENA BOULEVARD,69-03 KISSENA BOULEVARD,"053023081",FEDERAL,RESIDENTIAL,,"053",false
"3359",POMONOK,QUEENS,"053","023","082",69-01,KISSENA BOULEVARD,69-01 KISSENA BOULEVARD,"053023082",FEDERAL,RESIDENTIAL,,"053",false
"3360",POMONOK,QUEENS,"053","024","083",69-21,KISSENA BOULEVARD,69-21 KISSENA BOULEVARD,"053024083",FEDERAL,RESIDENTIAL,,"053",false
"3361",POMONOK,QUEENS,"053","024","084",69-25,KISSENA BOULEVARD,69-25 KISSENA BOULEVARD,"053024084",FEDERAL,RESIDENTIAL,,"053",false
"3362",POMONOK,QUEENS,"053","024","085",69-29,KISSENA BOULEVARD,69-29 KISSENA BOULEVARD,"053024085",FEDERAL,RESIDENTIAL,,"053",false
"3363",POMONOK,QUEENS,"053","024","086",69-33,KISSENA BOULEVARD,69-33 KISSENA BOULEVARD,"053024086",FEDERAL,RESIDENTIAL,,"053",false
"3364",POMONOK,QUEENS,"053","024","087",69-41,KISSENA BOULEVARD,69-41 KISSENA BOULEVARD,"053024087",FEDERAL,RESIDENTIAL,,"053",false
"3365",POMONOK,QUEENS,"053","025","088",70-02,PARSONS BOULEVARD,70-02 PARSONS BOULEVARD,"053025088",FEDERAL,RESIDENTIAL,,"053",false
"3366",POMONOK,QUEENS,"053","025","089",70-10,PARSONS BOULEVARD,70-10 PARSONS BOULEVARD,"053025089",FEDERAL,RESIDENTIAL,,"053",false
"3367",POMONOK,QUEENS,"053","025","090",70-20,PARSONS BOULEVARD,70-20 PARSONS BOULEVARD,"053025090",FEDERAL,RESIDENTIAL,,"053",false
"3368",POMONOK,QUEENS,"053","026","091",155-30,JEWEL AVENUE,155-30 JEWEL AVENUE,"053026091",FEDERAL,RESIDENTIAL,,"053",false
"3369",POMONOK,QUEENS,"053","026","092",155-26,JEWEL AVENUE,155-26 JEWEL AVENUE,"053026092",FEDERAL,RESIDENTIAL,,"053",false
"3370",POMONOK,QUEENS,"053","027","093",155-22,JEWEL AVENUE,155-22 JEWEL AVENUE,"053027093",FEDERAL,RESIDENTIAL,,"053",false
"3371",POMONOK,QUEENS,"053","027","094",155-24,JEWEL AVENUE,155-24 JEWEL AVENUE,"053027094",FEDERAL,RESIDENTIAL,,"053",false
"3372",POMONOK,QUEENS,"053","028","095",155-18,JEWEL AVENUE,155-18 JEWEL AVENUE,"053028095",FEDERAL,RESIDENTIAL,,"053",false
"3373",POMONOK,QUEENS,"053","028","096",155-16,JEWEL AVENUE,155-16 JEWEL AVENUE,"053028096",FEDERAL,RESIDENTIAL,,"053",false
"3374",POMONOK,QUEENS,"053","028","097",155-20,JEWEL AVENUE,155-20 JEWEL AVENUE,"053028097",FEDERAL,RESIDENTIAL,,"053",false
"3375",POMONOK,QUEENS,"053","028","098",155-12,JEWEL AVENUE,155-12 JEWEL AVENUE,"053028098",FEDERAL,,,"053",false
"3376",POMONOK,QUEENS,"053","028","098",155-14,JEWEL AVENUE,155-14 JEWEL AVENUE,"053028098",FEDERAL,RESIDENTIAL,,"053",false
"3377",POMONOK,QUEENS,"053","028","099",155-10,JEWEL AVENUE,155-10 JEWEL AVENUE,"053028099",FEDERAL,RESIDENTIAL,NYPD HOUSING BUREAU FITNESS ROOM,"053",false
"3378",POMONOK,QUEENS,"053","029","100",155-09,71ST AVENUE,155-09 71ST AVENUE,"053029100",FEDERAL,RESIDENTIAL,,"053",false
"3379",POMONOK,QUEENS,"053","029","101",155-07,71ST AVENUE,155-07 71ST AVENUE,"053029101",FEDERAL,RESIDENTIAL,,"053",false
"3380",POMONOK,QUEENS,"053","029","102",155-05,71ST AVENUE,155-05 71ST AVENUE,"053029102",FEDERAL,RESIDENTIAL,,"053",false
"3381",POMONOK,QUEENS,"053","029","103",70-11,KISSENA BOULEVARD,70-11 KISSENA BOULEVARD,"053029103",FEDERAL,RESIDENTIAL,,"053",false
"3382",POMONOK,QUEENS,"053","029","104",70-07,KISSENA BOULEVARD,70-07 KISSENA BOULEVARD,"053029104",FEDERAL,RESIDENTIAL,,"053",false
"3383",POMONOK,QUEENS,"053","029","105",70-05,KISSENA BOULEVARD,70-05 KISSENA BOULEVARD,"053029105",FEDERAL,RESIDENTIAL,,"053",false
"3384",POMONOK,QUEENS,"053","029","106",154-06,JEWEL AVENUE,154-06 JEWEL AVENUE,"053029106",FEDERAL,RESIDENTIAL,,"053",false
"3385",POMONOK,QUEENS,"053","029","107",154-02,JEWEL AVENUE,154-02 JEWEL AVENUE,"053029107",FEDERAL,RESIDENTIAL,,"053",false
"3386",POMONOK,QUEENS,"053","030","108",70-25,KISSENA BOULEVARD,70-25 KISSENA BOULEVARD,"053030108",FEDERAL,RESIDENTIAL,,"053",false
"3387",POMONOK,QUEENS,"053","030","109",70-29,KISSENA BOULEVARD,70-29 KISSENA BOULEVARD,"053030109",FEDERAL,RESIDENTIAL,,"053",false
"3388",POMONOK,QUEENS,"053","030","110",154-01,71ST AVENUE,154-01 71ST AVENUE,"053030110",FEDERAL,RESIDENTIAL,,"053",false
"3389",POMONOK,QUEENS,"053","031","111",155-01,71ST AVENUE,155-01 71ST AVENUE,"053031111",FEDERAL,RESIDENTIAL,,"053",false
"3390",POMONOK,QUEENS,"053","031","112",154-05,71ST AVENUE,154-05 71ST AVENUE,"053031112",FEDERAL,RESIDENTIAL,,"053",false
"3391",POMONOK,QUEENS,"053","032","113",155-11,71ST AVENUE,155-11 71ST AVENUE,"053032113",FEDERAL,RESIDENTIAL,,"053",false
"3392",POMONOK,QUEENS,"053","032","114",155-15,71ST AVENUE,155-15 71ST AVENUE,"053032114",FEDERAL,RESIDENTIAL,,"053",false
"3393",POMONOK,QUEENS,"053","033","115",156-07,71ST AVENUE,156-07 71ST AVENUE,"053033115",FEDERAL,RESIDENTIAL,,"053",false
"3394",POMONOK,QUEENS,"053","033","116",156-03,71ST AVENUE,156-03 71ST AVENUE,"053033116",FEDERAL,RESIDENTIAL,,"053",false
"3395",POMONOK,QUEENS,"053","034","117",156-15,71ST AVENUE,156-15 71ST AVENUE,"053034117",FEDERAL,RESIDENTIAL,,"053",false
"3396",POMONOK,QUEENS,"053","034","118",156-17,71ST AVENUE,156-17 71ST AVENUE,"053034118",FEDERAL,RESIDENTIAL,,"053",false
"3397",POMONOK,QUEENS,"053","035","119",70-40,PARSONS BOULEVARD,70-40 PARSONS BOULEVARD,"053035119",FEDERAL,RESIDENTIAL,,"053",false
"3398",POMONOK,QUEENS,"053","035","120",70-38,PARSONS BOULEVARD,70-38 PARSONS BOULEVARD,"053035120",FEDERAL,RESIDENTIAL,,"053",false
"3399",POMONOK,QUEENS,"053","035","121",70-34,PARSONS BOULEVARD,70-34 PARSONS BOULEVARD,"053035121",FEDERAL,,,"053",false
"3400",POMONOK,QUEENS,"053","035","121",70-30,PARSONS BOULEVARD,70-30 PARSONS BOULEVARD,"053035121",FEDERAL,RESIDENTIAL,QUEENS COMMUNITY OPERATIONS OFFICE,"053",false
"3401",PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,"340","001","006","120",WEST 140TH STREET,120 WEST 140TH STREET,"340001006",FEDERAL,RESIDENTIAL,SENIOR CENTER/ BOILER/ LAUNDRY ROOM,"111",false
"3402",PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,"340","001","007","120",WEST 140TH STREET,120 WEST 140TH STREET,"340001007",FEDERAL,RESIDENTIAL,,"111",false
"3403",QUEENSBRIDGE NORTH,QUEENS,"505","001","001",40-01,12TH STREET,40-01 12TH STREET,"505001001",FEDERAL,RESIDENTIAL,,"505",false
"3404",QUEENSBRIDGE NORTH,QUEENS,"505","001","002",40-02,12TH STREET,40-02 12TH STREET,"505001002",FEDERAL,RESIDENTIAL,,"505",false
"3405",QUEENSBRIDGE NORTH,QUEENS,"505","001","003",40-03,12TH STREET,40-03 12TH STREET,"505001003",FEDERAL,RESIDENTIAL,,"505",false
"3406",QUEENSBRIDGE NORTH,QUEENS,"505","001","004",40-04,12TH STREET,40-04 12TH STREET,"505001004",FEDERAL,RESIDENTIAL,,"505",false
"3407",QUEENSBRIDGE NORTH,QUEENS,"505","001","005",40-05,12TH STREET,40-05 12TH STREET,"505001005",FEDERAL,RESIDENTIAL,,"505",false
"3408",QUEENSBRIDGE NORTH,QUEENS,"505","002","006",40-06,12TH STREET,40-06 12TH STREET,"505002006",FEDERAL,RESIDENTIAL,,"505",false
"3409",QUEENSBRIDGE NORTH,QUEENS,"505","002","007",40-07,12TH STREET,40-07 12TH STREET,"505002007",FEDERAL,RESIDENTIAL,,"505",false
"3410",QUEENSBRIDGE NORTH,QUEENS,"505","002","008",40-08,12TH STREET,40-08 12TH STREET,"505002008",FEDERAL,RESIDENTIAL,,"505",false
"3411",QUEENSBRIDGE NORTH,QUEENS,"505","003","009",40-09,12TH STREET,40-09 12TH STREET,"505003009",FEDERAL,RESIDENTIAL,,"505",false
"3412",QUEENSBRIDGE NORTH,QUEENS,"505","003","010",40-10,12TH STREET,40-10 12TH STREET,"505003010",FEDERAL,RESIDENTIAL,,"505",false
"3413",QUEENSBRIDGE NORTH,QUEENS,"505","003","011",40-11,12TH STREET,40-11 12TH STREET,"505003011",FEDERAL,RESIDENTIAL,STOREROOM,"505",false
"3414",QUEENSBRIDGE NORTH,QUEENS,"505","003","012",40-12,12TH STREET,40-12 12TH STREET,"505003012",FEDERAL,RESIDENTIAL,,"505",false
"3415",QUEENSBRIDGE NORTH,QUEENS,"505","003","013",40-13,12TH STREET,40-13 12TH STREET,"505003013",FEDERAL,RESIDENTIAL,BOILER,"505",false
"3416",QUEENSBRIDGE NORTH,QUEENS,"505","004","014",40-14,12TH STREET,40-14 12TH STREET,"505004014",FEDERAL,RESIDENTIAL,,"505",false
"3417",QUEENSBRIDGE NORTH,QUEENS,"505","004","015",40-15,12TH STREET,40-15 12TH STREET,"505004015",FEDERAL,RESIDENTIAL,,"505",false
"3418",QUEENSBRIDGE NORTH,QUEENS,"505","004","016",40-16,12TH STREET,40-16 12TH STREET,"505004016",FEDERAL,RESIDENTIAL,,"505",false
"3419",QUEENSBRIDGE NORTH,QUEENS,"505","009","017",40-01,10TH STREET,40-01 10TH STREET,"505009017",FEDERAL,RESIDENTIAL,,"505",false
"3420",QUEENSBRIDGE NORTH,QUEENS,"505","009","018",40-02,10TH STREET,40-02 10TH STREET,"505009018",FEDERAL,RESIDENTIAL,,"505",false
"3421",QUEENSBRIDGE NORTH,QUEENS,"505","009","019",40-03,10TH STREET,40-03 10TH STREET,"505009019",FEDERAL,RESIDENTIAL,,"505",false
"3422",QUEENSBRIDGE NORTH,QUEENS,"505","009","020",40-04,10TH STREET,40-04 10TH STREET,"505009020",FEDERAL,RESIDENTIAL,,"505",false
"3423",QUEENSBRIDGE NORTH,QUEENS,"505","009","021",40-05,10TH STREET,40-05 10TH STREET,"505009021",FEDERAL,RESIDENTIAL,,"505",false
"3424",QUEENSBRIDGE NORTH,QUEENS,"505","010","022",40-06,10TH STREET,40-06 10TH STREET,"505010022",FEDERAL,RESIDENTIAL,,"505",false
"3425",QUEENSBRIDGE NORTH,QUEENS,"505","010","023",40-07,10TH STREET,40-07 10TH STREET,"505010023",FEDERAL,RESIDENTIAL,,"505",false
"3426",QUEENSBRIDGE NORTH,QUEENS,"505","010","024",40-08,10TH STREET,40-08 10TH STREET,"505010024",FEDERAL,RESIDENTIAL,,"505",false
"3427",QUEENSBRIDGE NORTH,QUEENS,"505","011","025",40-09,10TH STREET,40-09 10TH STREET,"505011025",FEDERAL,RESIDENTIAL,BOILER,"505",false
"3428",QUEENSBRIDGE NORTH,QUEENS,"505","011","025",10-41,41ST AVENUE,10-41 41ST AVENUE,"505011025",FEDERAL,,COMMERCIAL SPACE (STORE #12),"505",false
"3429",QUEENSBRIDGE NORTH,QUEENS,"505","011","025",10-39,41ST AVENUE,10-39 41ST AVENUE,"505011025",FEDERAL,,COMMERCIAL SPACE (STORE #11),"505",false
"3430",QUEENSBRIDGE NORTH,QUEENS,"505","011","025",10-37,41ST AVENUE,10-37 41ST AVENUE,"505011025",FEDERAL,,COMMERCIAL SPACE (STORE #10),"505",false
"3431",QUEENSBRIDGE NORTH,QUEENS,"505","011","025",10-43,41ST AVENUE,10-43 41ST AVENUE,"505011025",FEDERAL,,QUEENSBRIDGE PUBLIC LIBRARY,"505",false
"3432",QUEENSBRIDGE NORTH,QUEENS,"505","011","026",40-10,10TH STREET,40-10 10TH STREET,"505011026",FEDERAL,RESIDENTIAL,REFERRAL SERVICES,"505",false
"3433",QUEENSBRIDGE NORTH,QUEENS,"505","011","026",10-31,41ST AVENUE,10-31 41ST AVENUE,"505011026",FEDERAL,,"COMMERCIAL SPACE (STORES #7, 8)","505",false
"3434",QUEENSBRIDGE NORTH,QUEENS,"505","011","026",10-33,41ST AVENUE,10-33 41ST AVENUE,"505011026",FEDERAL,,"COMMERCIAL SPACE (STORES #7, 8)","505",false
"3435",QUEENSBRIDGE NORTH,QUEENS,"505","011","026",10-35,41ST AVENUE,10-35 41ST AVENUE,"505011026",FEDERAL,,COMMERCIAL SPACE (STORE #9),"505",false
"3436",QUEENSBRIDGE NORTH,QUEENS,"505","011","026",10-29,41ST AVENUE,10-29 41ST AVENUE,"505011026",FEDERAL,,HEALTH CLINIC,"505",false
"3437",QUEENSBRIDGE NORTH,QUEENS,"505","012","027",40-11,10TH STREET,40-11 10TH STREET,"505012027",FEDERAL,RESIDENTIAL,COMMUNITY CENTER/SENIOR CENTER,"505",false
"3438",QUEENSBRIDGE NORTH,QUEENS,"505","012","027",10-19,41ST AVENUE,10-19 41ST AVENUE,"505012027",FEDERAL,,,"505",false
"3439",QUEENSBRIDGE NORTH,QUEENS,"505","012","028",40-12,10TH STREET,40-12 10TH STREET,"505012028",FEDERAL,RESIDENTIAL,,"505",false
"3440",QUEENSBRIDGE NORTH,QUEENS,"505","012","028",10-17,41ST AVENUE,10-17 41ST AVENUE,"505012028",FEDERAL,,COMMERCIAL SPACE (STORES #1-6),"505",false
"3441",QUEENSBRIDGE NORTH,QUEENS,"505","012","028",10-05,41ST AVENUE,10-05 41ST AVENUE,"505012028",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"505",true
"3442",QUEENSBRIDGE NORTH,QUEENS,"505","012","028",10-07,41ST AVENUE,10-07 41ST AVENUE,"505012028",FEDERAL,,COMMERCIAL SPACE (STORES #1-6),"505",false
"3443",QUEENSBRIDGE NORTH,QUEENS,"505","013","029",40-13,10TH STREET,40-13 10TH STREET,"505013029",FEDERAL,RESIDENTIAL,,"505",false
"3444",QUEENSBRIDGE NORTH,QUEENS,"505","013","030",40-14,10TH STREET,40-14 10TH STREET,"505013030",FEDERAL,RESIDENTIAL,,"505",false
"3445",QUEENSBRIDGE NORTH,QUEENS,"505","013","031",40-15,10TH STREET,40-15 10TH STREET,"505013031",FEDERAL,RESIDENTIAL,,"505",false
"3446",QUEENSBRIDGE NORTH,QUEENS,"505","019","032",40-01,VERNON BOULEVARD,40-01 VERNON BOULEVARD,"505019032",FEDERAL,RESIDENTIAL,,"505",false
"3447",QUEENSBRIDGE NORTH,QUEENS,"505","019","033",40-02,VERNON BOULEVARD,40-02 VERNON BOULEVARD,"505019033",FEDERAL,RESIDENTIAL,,"505",false
"3448",QUEENSBRIDGE NORTH,QUEENS,"505","019","034",40-03,VERNON BOULEVARD,40-03 VERNON BOULEVARD,"505019034",FEDERAL,RESIDENTIAL,,"505",false
"3449",QUEENSBRIDGE NORTH,QUEENS,"505","019","035",40-04,VERNON BOULEVARD,40-04 VERNON BOULEVARD,"505019035",FEDERAL,RESIDENTIAL,,"505",false
"3450",QUEENSBRIDGE NORTH,QUEENS,"505","019","036",40-05,VERNON BOULEVARD,40-05 VERNON BOULEVARD,"505019036",FEDERAL,RESIDENTIAL,,"505",false
"3451",QUEENSBRIDGE NORTH,QUEENS,"505","020","037",40-06,VERNON BOULEVARD,40-06 VERNON BOULEVARD,"505020037",FEDERAL,RESIDENTIAL,,"505",false
"3452",QUEENSBRIDGE NORTH,QUEENS,"505","020","038",40-07,VERNON BOULEVARD,40-07 VERNON BOULEVARD,"505020038",FEDERAL,RESIDENTIAL,,"505",false
"3453",QUEENSBRIDGE NORTH,QUEENS,"505","020","039",40-08,VERNON BOULEVARD,40-08 VERNON BOULEVARD,"505020039",FEDERAL,RESIDENTIAL,,"505",false
"3454",QUEENSBRIDGE NORTH,QUEENS,"505","021","040",40-09,VERNON BOULEVARD,40-09 VERNON BOULEVARD,"505021040",FEDERAL,RESIDENTIAL,BOILER,"505",false
"3455",QUEENSBRIDGE NORTH,QUEENS,"505","021","041",40-10,VERNON BOULEVARD,40-10 VERNON BOULEVARD,"505021041",FEDERAL,RESIDENTIAL,,"505",false
"3456",QUEENSBRIDGE NORTH,QUEENS,"505","021","042",40-11,VERNON BOULEVARD,40-11 VERNON BOULEVARD,"505021042",FEDERAL,RESIDENTIAL,,"505",false
"3457",QUEENSBRIDGE NORTH,QUEENS,"505","021","043",40-12,VERNON BOULEVARD,40-12 VERNON BOULEVARD,"505021043",FEDERAL,RESIDENTIAL,,"505",false
"3458",QUEENSBRIDGE NORTH,QUEENS,"505","021","044",40-13,VERNON BOULEVARD,40-13 VERNON BOULEVARD,"505021044",FEDERAL,RESIDENTIAL,,"505",false
"3459",QUEENSBRIDGE NORTH,QUEENS,"505","022","045",40-14,VERNON BOULEVARD,40-14 VERNON BOULEVARD,"505022045",FEDERAL,RESIDENTIAL,,"505",false
"3460",QUEENSBRIDGE NORTH,QUEENS,"505","022","046",40-15,VERNON BOULEVARD,40-15 VERNON BOULEVARD,"505022046",FEDERAL,RESIDENTIAL,,"505",false
"3461",QUEENSBRIDGE NORTH,QUEENS,"505","022","047",40-16,VERNON BOULEVARD,40-16 VERNON BOULEVARD,"505022047",FEDERAL,RESIDENTIAL,,"505",false
"3462",QUEENSBRIDGE NORTH,QUEENS,"505","027","048",10-25,41ST AVENUE,10-25 41ST AVENUE,"505027048",FEDERAL,,COMMUNITY CENTER/ SENIOR CENTER,"505",false
"3463",QUEENSBRIDGE SOUTH,QUEENS,"005","000","800",10-20,41ST ROAD,10-20 41ST ROAD,"005000800",FEDERAL,,PARK (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),"005",false
"3464",QUEENSBRIDGE SOUTH,QUEENS,"005","000","801",41-00,VERNON BOULEVARD,41-00 VERNON BOULEVARD,"005000801",FEDERAL,,QUEENSBRIDGE PARK (MANAGED BY NYC DEPARTMENT OF PARKS & RECREATION),"005",false
